"","thomas_num","thomas_name","icpsr","congress","year","st_name","cd","dem","majority","elected","female","afam","latino","votepct","votepct_sq","dwnom1","meddist","majdist","deleg_size","speaker","chair","subchr","power","budget","seniority","sensq","state_leg","state_leg_prof","maj_leader","min_leader","south","south_dem","ss_bills","ss_aic","ss_abc","ss_pass","ss_law","s_bills","s_aic","s_abc","s_pass","s_law","c_bills","c_aic","c_abc","c_pass","c_law","all_bills","all_aic","all_abc","all_pass","all_law","les","leslag"
"504","503","Burke, Yvonne","14008","94","1975","CA","28","1","1","1972","1","1","0","80","6400","-0.589999974","0.406999975","0.27699998","43","0","0","0","1","0","2","4","1","0.526000023","0","0","0","0","0","0","0","0","0","30","0","0","0","0","5","1","1","1","1","35","1","1","1","1","0.262859344","0.127396137"
"505","504","Burke, James","1265","94","1975","MA","11","1","1","1958","0","0","0","100","10000","-0.395999998","0.213","0.082999997","12","0","0","1","1","0","9","81","0","0","0","0","0","0","2","2","2","2","1","54","2","2","1","0","7","2","2","2","1","63","6","6","5","2","2.277241945","0.789164543"
"506","505","Burleson, Omar","1282","94","1975","TX","17","1","1","1946","0","0","0","100","10000","0.191","0.374000013","0.504000008","24","0","0","0","1","1","15","225","0","0","0","0","1","1","2","1","1","1","1","26","1","1","0","0","1","0","0","0","0","29","2","2","1","1","1.191561341","0.130243897"
"507","506","Burlison, Bill","12004","94","1975","MO","10","1","1","1968","0","0","0","73","5329","-0.412","0.229000002","0.098999999","10","0","0","0","1","0","4","16","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0.057323609","0.613518059"
"508","507","Burton, John","14076","94","1975","CA","5","1","1","1974","0","0","0","60","3600","-0.490999997","0.307999998","0.178000003","43","0","0","0","0","0","1","1","1","0.526000023","0","0","0","0","0","0","0","0","0","31","2","2","2","2","18","1","1","1","1","49","3","3","3","3","1.135057569","0.008269454"
"509","508","Burton, Phillip","10577","94","1975","CA","6","1","1","1964","0","0","0","71","5041","-0.647000015","0.464000016","0.334000021","43","0","0","1","0","0","6","36","1","0.526000023","1","0","0","0","1","1","1","1","1","38","2","3","3","1","47","1","1","1","0","86","4","5","5","2","2.047919989","2.33256197"
"510","509","Butler, M.","13055","94","1975","VA","6","0","0","1972","0","0","0","46","2116","0.287999988","0.470999986","0.601000011","10","0","0","0","0","0","2","4","1","0.164000005","0","0","1","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","4","0","0","0","0","0.018343555","0.0113705"
"511","510","Byron, Goodloe","13008","94","1975","MD","6","1","1","1970","0","0","0","74","5476","0.02","0.202999994","0.333000004","8","0","0","0","0","0","3","9","1","0.252000004","0","0","0","0","0","0","0","0","0","17","0","0","0","0","3","1","1","1","0","20","1","1","1","0","0.152960762","0.124041811"
"512","511","Carney, Charles","12044","94","1975","OH","19","1","1","1970","0","0","0","73","5329","-0.439999998","0.256999999","0.127000004","23","0","0","1","0","0","3","9","1","0.354999989","0","0","0","0","0","0","0","0","0","52","0","0","0","0","2","1","1","1","1","54","1","1","1","1","0.385531873","1.782486439"
"513","512","Carr, Bob","14210","94","1975","MI","6","1","1","1974","0","0","0","50","2500","-0.31099999","0.127999991","0.002000011","19","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0.057323609",""
"514","513","Carter, Tim","10710","94","1975","KY","5","0","0","1964","0","0","0","68","4624","0.072999999","0.256000012","0.386000007","7","0","0","0","0","0","6","36","0","0","0","0","1","0","1","0","0","0","0","41","0","0","0","0","3","0","0","0","0","45","0","0","0","0","0.249930933","0.305543751"
"515","514","Casey, Bob","1577","94","1975","TX","22","1","1","1958","0","0","0","71","5041","-0.063000001","0.119999997","0.25","24","0","0","1","1","0","9","81","1","0.191","0","0","1","1","1","1","1","1","1","21","0","0","0","0","0","0","0","0","0","22","1","1","1","1","0.983405948","1.972013354"
"516","515","Cederberg, Elford","1610","94","1975","MI","10","0","0","1952","0","0","0","54","2916","0.196999997","0.379999995","0.50999999","19","0","0","0","1","1","12","144","0","0","0","0","0","0","0","0","0","0","0","21","1","1","1","0","2","1","1","1","1","23","2","2","2","1","0.468184769","0.177367225"
"517","516","Chappell, Bill","12007","94","1975","FL","4","1","1","1968","0","0","0","68","4624","-0.017999999","0.165000007","0.294999987","15","0","0","0","1","0","4","16","1","0.224000007","0","0","1","1","0","0","0","0","0","70","4","4","4","1","6","0","0","0","0","76","4","4","4","1","1.614993215","2.083651066"
"518","517","Chisholm, Shirley","12008","94","1975","NY","12","1","1","1968","1","1","0","81","6561","-0.614000022","0.431000024","0.301000029","39","0","0","0","0","0","4","16","1","0.407000005","0","0","0","0","0","0","0","0","0","4","0","0","0","0","2","1","1","1","0","6","1","1","1","0","0.077293605","0.019639954"
"519","518","Clancy, Donald","10510","94","1975","OH","2","0","0","1960","0","0","0","53","2809","0.391000003","0.574000001","0.703999996","23","0","0","0","1","0","8","64","0","0","0","0","0","0","0","0","0","0","0","37","1","1","1","1","1","0","0","0","0","38","1","1","1","1","0.639024675","0.160220668"
"520","519","Clausen, Don","10579","94","1975","CA","2","0","0","1963","0","0","0","52","2704","0.150999993","0.333999991","0.463999987","43","0","0","0","0","0","7","49","0","0","0","0","0","0","0","0","0","0","0","51","0","0","0","0","2","0","0","0","0","53","0","0","0","0","0.294643342","0.178826943"
"521","520","Clawson, Del","10580","94","1975","CA","33","0","0","1963","0","0","0","53","2809","0.549000025","0.732000053","0.862000048","43","0","0","0","1","1","7","49","0","0","0","0","0","0","1","0","0","0","0","12","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0.08025305","0.141188353"
"522","521","Clay, William","12009","94","1975","MO","1","1","1","1968","0","1","0","68","4624","-0.596000016","0.413000017","0.283000022","10","0","0","1","0","0","4","16","0","0","0","0","0","0","2","1","1","1","0","26","1","1","1","0","1","0","0","0","0","29","2","2","2","0","0.954185605","0.489902288"
"523","522","Cleveland, James","10581","94","1975","NH","2","0","0","1962","0","0","0","64","4096","0.202999994","0.386000007","0.515999973","2","0","0","0","0","0","7","49","1","0.061999999","0","0","0","0","0","0","0","0","0","35","1","1","1","1","3","1","1","1","1","38","2","2","2","2","0.715009034","0.234219715"
"524","523","Cochran, Thad","14009","94","1975","MS","4","0","0","1972","0","0","0","71","5041","0.203999996","0.386999995","0.51700002","5","0","0","0","0","0","2","4","0","0","0","0","1","0","0","0","0","0","0","27","1","1","1","0","1","0","0","0","0","28","1","1","1","0","0.416276306","0.104401857"
"525","524","Cohen, William","14010","94","1975","ME","2","0","0","1972","0","0","0","71","5041","0.068999998","0.252000004","0.381999999","2","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","59","0","0","0","0","0","0","0","0","0","59","0","0","0","0","0.338209271","0.259454131"
"526","525","Collins, Cardiss","14068","94","1975","IL","7","1","1","1973","1","1","0","88","7744","-0.50999999","0.326999992","0.196999997","24","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0.154773742","0.056852497"
"527","526","Collins, James","11066","94","1975","TX","3","0","0","1968","0","0","0","65","4225","0.685000002","0.868000031","0.998000026","24","0","0","0","0","0","4","16","0","0","0","0","1","0","0","0","0","0","0","8","0","0","0","0","1","0","0","0","0","9","0","0","0","0","0.047005359","0.082694538"
"528","527","Conable, Barber","10712","94","1975","NY","35","0","0","1964","0","0","0","57","3249","0.335000008","0.518000007","0.648000002","39","0","0","0","1","1","6","36","1","0.407000005","0","1","0","0","4","2","2","2","2","32","3","3","2","1","1","1","1","1","1","37","6","6","5","4","2.871739864","0.176759586"
"529","528","Conlan, John","14011","94","1975","AZ","4","0","0","1972","0","0","0","55","3025","0.532999992","0.716000021","0.846000016","4","0","0","0","0","0","2","4","1","0.268999994","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0.045858886","0.025842045"
"530","529","Conte, Silvio","2009","94","1975","MA","1","0","0","1958","0","0","0","71","5041","-0.056000002","0.127000004","0.256999999","12","0","0","0","1","0","9","81","1","0.386000007","0","0","0","0","0","0","0","0","0","51","1","1","1","0","6","2","2","2","2","57","3","3","3","2","0.729897678","1.456035018"
"531","530","Conyers, John","10713","94","1975","MI","1","1","1","1964","0","1","0","91","8281","-0.759000003","0.575999975","0.44600001","19","0","0","1","0","0","6","36","0","0","0","0","0","0","2","2","2","1","0","11","0","0","0","0","0","0","0","0","0","13","2","2","1","0","0.94046241","0.730037272"
"532","531","Corman, James","10511","94","1975","CA","21","1","1","1960","0","0","0","74","5476","-0.547999978","0.36499998","0.234999985","43","0","0","1","1","0","8","64","0","0","0","0","0","0","7","6","6","6","3","105","9","10","9","4","3","0","0","0","0","115","15","16","15","7","7.888813496","1.232023001"
"533","532","Cornell, Robert","14211","94","1975","WI","8","1","1","1974","0","0","0","54","2916","-0.328000009","0.145000011","0.015000009","9","0","0","0","0","0","1","1","1","0.248999998","0","0","0","0","0","0","0","0","0","33","0","0","0","0","1","0","0","0","0","34","0","0","0","0","0.190314382",""
"534","533","Cotter, William","13009","94","1975","CT","1","1","1","1970","0","0","0","64","4096","-0.294999987","0.111999989","0.018000012","6","0","0","0","1","0","3","9","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0.103182495","0.043414634"
"535","534","Coughlin, Lawrence","12010","94","1975","PA","13","0","0","1968","0","0","0","62","3844","0.165999994","0.349000007","0.479000002","25","0","0","0","1","0","4","16","1","0.344999999","0","0","0","0","1","0","0","0","0","20","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0.12611194","0.106469221"
"536","535","Crane, Philip","12041","94","1975","IL","12","0","0","1969","0","0","0","61","3721","0.740999997","0.924000025","1.05400002","24","0","0","0","1","0","4","16","0","0","0","0","0","0","0","0","0","0","0","70","0","0","0","0","0","0","0","0","0","70","0","0","0","0","0.401265264","0.166422769"
"537","536","D'Amours, Norman","14284","94","1975","NH","1","1","1","1974","0","0","0","52","2704","-0.201000005","0.018000005","0.111999996","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","2","1","1","1","0","37","1","1","1","0","0.254996777",""
"538","537","Daniel, W.","12011","94","1975","VA","5","1","1","1968","0","0","0","100","10000","0.194000006","0.377000004","0.507000029","10","0","0","0","0","0","4","16","1","0.164000005","0","0","1","1","0","0","0","0","0","9","0","0","0","0","6","0","0","0","0","15","0","0","0","0","0.058470078","0.038246226"
"539","538","Daniel, Robert","14013","94","1975","VA","4","0","0","1972","0","0","0","47","2209","0.300999999","0.483999997","0.614000022","10","0","0","0","0","0","2","4","0","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","2","0","0","0","0","7","0","0","0","0","0.030954748","0.022740999"
"540","539","Daniels, Dominick","2329","94","1975","NJ","14","1","1","1958","0","0","0","80","6400","-0.377000004","0.194000006","0.064000003","15","0","0","1","0","0","9","81","0","0","0","0","0","0","7","7","7","6","1","54","0","0","0","0","0","0","0","0","0","61","7","7","6","1","4.178688049","3.435356379"
"541","540","Danielson, George","13010","94","1975","CA","30","1","1","1970","0","0","0","74","5476","-0.439999998","0.256999999","0.127000004","43","0","0","1","0","0","3","9","1","0.526000023","0","0","0","0","0","0","0","0","0","44","6","6","6","1","4","1","1","1","1","48","7","7","7","2","2.069527149","1.605674386"
"542","541","Davis, Mendel","13048","94","1975","SC","1","1","1","1971","0","0","0","74","5476","-0.182999998","1.66893E-09","0.129999995","6","0","0","0","0","0","3","9","0","0","0","0","1","1","0","0","0","0","0","19","0","0","0","0","3","0","0","0","0","22","0","0","0","0","0.112354271","0.062020905"
"543","542","Delaney, James","2476","94","1975","NY","9","1","1","1948","0","0","0","93","8649","-0.282999992","0.099999994","0.030000007","39","0","0","0","1","0","14","196","0","0","0","0","0","0","1","0","0","0","0","45","0","0","0","0","0","0","0","0","0","46","0","0","0","0","0.269420952","0.099233449"
"544","543","Dellums, Ronald","13011","94","1975","CA","8","1","1","1970","0","1","0","57","3249","-0.688000023","0.504999995","0.37500003","43","0","0","1","0","0","3","9","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","6","2","2","1","0","33","2","2","1","0","0.247100279","0.818128228"
"545","544","Dent, John","2513","94","1975","PA","21","1","1","1958","0","0","0","70","4900","-0.340000004","0.157000005","0.027000004","25","0","0","1","0","0","9","81","1","0.344999999","0","0","0","0","1","1","1","1","0","40","1","1","0","0","0","0","0","0","0","41","2","2","1","0","0.928353786","2.791796207"
"546","545","Derrick, Butler","14212","94","1975","SC","3","1","1","1974","0","0","0","62","3844","-0.179000005","0.003999995","0.133999988","6","0","0","0","0","1","1","1","1","0.280999988","0","0","1","1","0","0","0","0","0","8","1","1","1","0","2","0","0","0","0","10","1","1","1","0","0.308507919",""
"547","546","Derwinski, Edward","2525","94","1975","IL","4","0","0","1958","0","0","0","59","3481","0.268000007","0.451000005","0.58100003","24","0","0","0","0","0","9","81","1","0.344000012","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0.120379575","0.089930311"
"548","547","Devine, Samuel","2533","94","1975","OH","12","0","0","1958","0","0","0","51","2601","0.488000005","0.671000004","0.800999999","23","0","0","0","0","0","9","81","1","0.354999989","0","1","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0.149041384","0.099233449"
"549","548","Dickinson, William","10717","94","1975","AL","2","0","0","1964","0","0","0","66","4356","0.382999986","0.565999985","0.69599998","7","0","0","0","0","0","6","36","0","0","0","0","1","0","1","0","0","0","0","26","0","0","0","0","5","1","1","1","1","32","1","1","1","1","0.251394629","0.91642499"
"550","549","Diggs, Charles","2594","94","1975","MI","13","1","1","1954","0","1","0","89","7921","-0.518999994","0.335999995","0.206","19","0","1","1","0","0","11","121","1","0.463","0","0","0","0","1","1","1","1","0","22","7","7","7","5","1","1","1","1","0","24","9","9","9","5","3.361122847","5.520431519"
"551","550","Dingell, John","2605","94","1975","MI","16","1","1","1955","0","0","0","79","6241","-0.44600001","0.263000011","0.133000016","19","0","0","1","0","0","11","121","0","0","0","0","0","0","4","4","4","3","1","48","1","1","1","1","1","0","0","0","0","53","5","5","4","2","2.974690437","1.899208903"
"552","551","Dodd, Christopher","14213","94","1975","CT","2","1","1","1974","0","0","0","60","3600","-0.326000005","0.143000007","0.013000005","6","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","5","1","1","1","1","39","1","1","1","1","0.285788804",""
"553","552","Downey, Thomas","14214","94","1975","NY","2","1","1","1974","0","0","0","49","2401","-0.345999986","0.162999988","0.032999985","39","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","38","0","0","0","0","3","0","0","0","0","41","0","0","0","0","0.221269131",""
"554","553","Downing, Thomas","2706","94","1975","VA","1","1","1","1958","0","0","0","100","10000","0.026000001","0.209000006","0.338999987","10","0","0","1","0","0","9","81","0","0","0","0","1","1","0","0","0","0","0","52","1","1","1","1","6","1","1","1","0","58","2","2","2","1","0.782813668","1.938508511"
